GenerateId,LoanContractID,BankAccountID,BankRoutingID,BankCountryCode,BorrowerID,BorrowerTxt,BorrowerName,BorrowerCategory,BorrowerCategoryTxt,BorrowerCountry,BorrowerCountryTxt,BorrowerRegion,BorrowerRegionTxt,BorrowerCity,ManagerID,ManagerTxt,BankPostingArea,BankPostingAreaTxt,ProductID,ProductTxt,Currency,InitialLoanAmount,StartDate,LifeCycleStatus,LifeCycleStatusTxt,CreationDate,CreationDateTime,CreationUserID,LastChangeDate,LastChangeDateTime,LastChangeUserID,NominalInterestRate,RepaymentAmount,RepaymentPercentage,LimitTotalAmount,DirectDebitBankAccountHolder,DirectDebitBankAccount,DirectDebitBankAccountID,DirectDebitBankRoutingID,DirectDebitBankCountryCode,TermSpecificationStartDate,TermSpecificationEndDate,TermSpecificationValidityPeriodDuration,TermAgreementCommittedCapitalAmount,TermAgreementFixingPeriodStartDate,TermAgreementFixingPeriodEndDate,PaymentPlanStartDate,PaymentPlanEndDate,EffectiveYieldPercentage,EffectiveYieldCalculationReason,EffectiveYieldCalculationReasonTxt,EffectiveYieldCalculationMethod,EffectiveYieldCalculationMethodTxt,EffectiveYieldValidityStartDate,EffectiveYieldCalculationPeriodStartDate,EffectiveYieldCalculationPeriodEndDate,AccountLocked,ContractCapital,CommitmentCapital,CurrentContractCapital,CurrentCommitmentCapital,DisbursedCapital,PlannedCapital,EffectiveCapital,OutstandingInterest,RemainingCapital,OutstandingCharges,DisbursementObligation,InterestPaid,AccruedInterest,OutstandingBalance,RedrawBalance,CurrentOpenItemsAmount,CurrentOpenItemsCounter,CurrentOldestDueDate,CurrentOverdueDays,LiASchemaCluster,LiASchemaClusterTxt,SalesProduct,SalesProductTxt,Warehouse,WarehouseTxt,WarehouseValidFrom,DocumentType,DocumentTypeTxt,EmploymentStatus,EmploymentStatusTxt,MonthsTrading,DefaultJudgements,HardshipStatus,HardshipStatusTxt,PropertyInPossession,PropertyInPossessionTxt,SplitLoan,ArrearsHistory,StageLevel,TotalOfPayments,RepaymentFrequencyTxt,Counter
.2~03017005110&c111&cMX.3~030170,03017005110-111-MX,03017005110,111,MX,0001003835,Zion Littel / some-value 123 / 08100 some-value - some-value-some-value,Zion Littel,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220322,30,"activos, utilizados",20220323,/Date(1648003761000)/,TU_SCP_NCO,20220831,/Date(1661921081000)/,BATCH_USER,47.000000,38829.91,0.000000,200000.00,1003835,03017005101-111-MX,03017005101,111,MX,20220322,20220922,P6M,200000.00,20220322,20220922,20220922,20220922,52.258607,1,Legal Effective Yield,2,AIBD/ISMA,20220322,20220322,20220922,False,200000.00,200000.00,200000.00,200000.00,200000.00,37845.97,37845.97,444.69,37845.97,0.00,0.00,27582.35,494.10,38361.81,0.00,0.00,0,,0,,,,,,,20220322,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005231&c111&cMX.3~030170,03017005231-111-MX,03017005231,111,MX,0001003856,Orland Tremblay / Del Sendero 607 123 / 85134 some-value - Cajeme-some-value,Orland Tremblay,1,Person,MX,México,SON,Sonora,Cajeme,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,70000.00,20220323,30,"activos, utilizados",20220323,/Date(1648058981000)/,TU_SCP_NCO,20220831,/Date(1661920886000)/,BATCH_USER,22.000000,12550.28,0.000000,70000.00,1003856,03017005222-111-MX,03017005222,111,MX,20220323,20220923,P6M,70000.00,20220323,20220923,20220923,20220923,19.021135,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,70000.00,70000.00,70000.00,70000.00,70000.00,12395.48,24176.12,60.60,12395.48,0.00,0.00,3773.48,68.18,12465.78,0.00,0.00,0,,0,,,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005259&c111&cMX.3~030170,03017005259-111-MX,03017005259,111,MX,0001003860,JorgeBB Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,JorgeBB Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220323,30,"activos, utilizados",20220323,/Date(1648059682000)/,TU_SCP_NCO,20220831,/Date(1661920925000)/,BATCH_USER,60.000000,2020.87,0.000000,10000.00,1003860,03017005240-111-MX,03017005240,111,MX,20220323,20220923,P6M,10000.00,20220323,20220923,20220923,20220923,86.969333,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,10000.00,10000.00,10000.00,10000.00,10000.00,1956.81,3765.51,26.09,1956.81,300.00,0.00,1504.00,29.35,2439.42,0.00,452.35,3,20220823,8,0,with due/overdue receivables up to 29 days,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005277&c111&cMX.3~030170,03017005277-111-MX,03017005277,111,MX,0001003861,JorgeBB Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,JorgeBB Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220323,30,"activos, utilizados",20220323,/Date(1648059759000)/,TU_SCP_NCO,20220831,/Date(1661920868000)/,BATCH_USER,60.000000,2020.87,0.000000,10000.00,1003861,03017005268-111-MX,03017005268,111,MX,20220323,20220923,P6M,10000.00,20220323,20220923,20220923,20220923,86.969333,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,10000.00,10000.00,10000.00,10000.00,10000.00,1956.81,3765.51,26.09,1956.81,300.00,0.00,1504.00,29.35,2439.42,0.00,452.35,3,20220823,8,0,with due/overdue receivables up to 29 days,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005307&c111&cMX.3~030170,03017005307-111-MX,03017005307,111,MX,0001003863,JorgeBB Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,JorgeBB Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220323,30,"activos, utilizados",20220323,/Date(1648060148000)/,TU_SCP_NCO,20220831,/Date(1661920857000)/,BATCH_USER,60.000000,2020.87,0.000000,10000.00,1003863,03017005295-111-MX,03017005295,111,MX,20220323,20220923,P6M,10000.00,20220323,20220923,20220923,20220923,86.969333,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,10000.00,10000.00,10000.00,10000.00,10000.00,1956.81,3765.51,26.09,1956.81,300.00,0.00,1504.00,29.35,2439.42,0.00,452.35,3,20220823,8,0,with due/overdue receivables up to 29 days,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005325&c111&cMX.3~030170,03017005325-111-MX,03017005325,111,MX,0001003864,JorgeBB Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,JorgeBB Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220323,30,"activos, utilizados",20220323,/Date(1648060973000)/,TU_SCP_NCO,20220831,/Date(1661920986000)/,BATCH_USER,60.000000,2020.87,0.000000,10000.00,1003864,03017005316-111-MX,03017005316,111,MX,20220323,20220923,P6M,10000.00,20220323,20220923,20220923,20220923,86.969333,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,10000.00,10000.00,10000.00,10000.00,10000.00,1956.81,3765.51,26.09,1956.81,300.00,0.00,1504.00,29.35,2439.42,0.00,452.35,3,20220823,8,0,with due/overdue receivables up to 29 days,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005343&c111&cMX.3~030170,03017005343-111-MX,03017005343,111,MX,0001003865,JorgeBB Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,JorgeBB Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220323,30,"activos, utilizados",20220323,/Date(1648062739000)/,TU_SCP_NCO,20220831,/Date(1661920874000)/,BATCH_USER,60.000000,2020.87,0.000000,10000.00,1003865,03017005334-111-MX,03017005334,111,MX,20220323,20220923,P6M,10000.00,20220323,20220923,20220923,20220923,86.969333,1,Legal Effective Yield,2,AIBD/ISMA,20220323,20220323,20220923,False,10000.00,10000.00,10000.00,10000.00,10000.00,1956.81,3765.51,26.09,1956.81,300.00,0.00,1504.00,29.35,2439.42,0.00,452.35,3,20220823,8,0,with due/overdue receivables up to 29 days,,,,,20220323,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005419&c111&cMX.3~030170,03017005419-111-MX,03017005419,111,MX,0001003894,DimeBag Darrel / Sur 126 109 / 01620 Disctric Name - Mexico City-Disctric Name,DimeBag Darrel,1,Person,MX,México,DF,Mexico City - NU,Mexico City,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,2000.00,20220324,30,"activos, utilizados",20220324,/Date(1648136455000)/,TU_SCP_APIM,20220831,/Date(1661920961000)/,BATCH_USER,47.000000,192.29,0.000000,2000.00,Yessenia Funk,03017005400-111-MX,03017005400,111,MX,20220324,20220924,P6M,2000.00,20220324,20220924,,,60.351622,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20220916,False,2000.00,2000.00,2000.00,2000.00,0.00,2000.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,2,Quincenal,1
.2~03017005446&c111&cMX.3~030170,03017005446-111-MX,03017005446,111,MX,0001003897,Elian Paucek / some-value 123 / 08100 some-value - some-value-some-value,Elian Paucek,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,20000.00,20220324,30,"activos, utilizados",20220324,/Date(1648137102000)/,TU_SCP_NCO,20220831,/Date(1661921004000)/,BATCH_USER,47.000000,3882.99,0.000000,20000.00,1003897,03017005437-111-MX,03017005437,111,MX,20220324,20220924,P6M,20000.00,20220324,20220924,20220926,20220926,52.391521,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20220924,False,20000.00,20000.00,20000.00,20000.00,20000.00,3784.61,7180.56,34.59,3784.61,0.00,0.00,2338.38,39.53,3824.73,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005473&c111&cMX.3~030170,03017005473-111-MX,03017005473,111,MX,0001003899,Luis Hernandez / C BALBOA 409 INT 103 89 / 03300 PORTALES SUR - BENITO JUÁREZ-PO,Luis Hernandez,1,Person,MX,México,,,BENITO JUÁREZ,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,190000.00,20220324,30,"activos, utilizados",20220324,/Date(1648141431000)/,TU_SCP_NCO,20220831,/Date(1661920879000)/,BATCH_USER,30.000000,13698.12,0.000000,190000.00,1003899,03017005464-111-MX,03017005464,111,MX,20220324,20230924,P18M,190000.00,20220324,20230924,20220926,20230925,32.597911,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20230924,False,190000.00,190000.00,190000.00,190000.00,190000.00,147149.52,164557.00,858.37,147149.52,0.00,0.00,13492.56,981.00,148145.23,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,18,Mensual,1
.2~03017005521&c111&cMX.3~030170,03017005521-111-MX,03017005521,111,MX,0001003904,Jose Juan Gonzaga / C ALUMINIO M7A 8 LT 11 8 / 09830 PARAJE SAN JUAN - IZTAPALAP,Jose Juan Gonzaga,1,Person,MX,México,,,IZTAPALAPA,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,10000.00,20220324,30,"activos, utilizados",20220324,/Date(1648152756000)/,TU_SCP_NCO,20220831,/Date(1661921093000)/,BATCH_USER,48.000000,630.62,0.000000,10000.00,1003904,03017005512-111-MX,03017005512,111,MX,20220324,20221219,P270D,10000.00,20220324,20221219,20220901,20221216,56.618113,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20221216,False,10000.00,10000.00,10000.00,10000.00,10000.00,5461.05,6359.58,109.22,5461.05,0.00,0.00,1210.81,116.50,5587.75,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,18,Quincenal,1
.2~03017005549&c111&cMX.3~030170,03017005549-111-MX,03017005549,111,MX,0001003905,Ulises Yamil / C BERENJENA 40 EDIF C 4303 40 / 09830 EL MANTO - IZTAPALAPA-EL MA,Ulises Yamil,1,Person,MX,México,,,IZTAPALAPA,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,190000.00,20220324,30,"activos, utilizados",20220324,/Date(1648153332000)/,TU_SCP_NCO,20220831,/Date(1661921057000)/,BATCH_USER,30.000000,11098.50,0.000000,190000.00,1003905,03017005530-111-MX,03017005530,111,MX,20220324,20240324,P24M,190000.00,20220324,20240324,20220926,20240325,33.121105,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20240324,False,190000.00,190000.00,190000.00,190000.00,190000.00,160939.58,160939.58,938.81,160939.58,0.00,0.00,22786.28,1072.93,162028.60,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,24,Mensual,1
.2~03017005567&c111&cMX.3~030170,03017005567-111-MX,03017005567,111,MX,0001003906,Sergio Rodrigo Gonzalez / BARR LA PURISIMA TICOMAN 57 / 07320 LA PURÍSIMA TICOMÁ,Sergio Rodrigo Gonzalez,1,Person,MX,México,,,GUSTAVO A. MADERO,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220324,30,"activos, utilizados",20220324,/Date(1648154466000)/,TU_SCP_NCO,20220831,/Date(1661920940000)/,BATCH_USER,28.000000,36561.36,0.000000,200000.00,1003906,03017005558-111-MX,03017005558,111,MX,20220324,20220924,P6M,200000.00,20220324,20220924,20220926,20220926,26.481001,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20220924,False,200000.00,200000.00,200000.00,200000.00,200000.00,35992.72,69730.55,195.96,35992.72,0.00,0.00,13772.41,223.95,36220.03,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005594&c111&cMX.3~030170,03017005594-111-MX,03017005594,111,MX,0001003907,Sergio Rodrigo Gonzalez / BARR LA PURISIMA TICOMAN 57 / 07320 LA PURÍSIMA TICOMÁ,Sergio Rodrigo Gonzalez,1,Person,MX,México,,,GUSTAVO A. MADERO,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220324,30,"activos, utilizados",20220324,/Date(1648158853000)/,TU_SCP_NCO,20220831,/Date(1661920899000)/,BATCH_USER,28.000000,36561.36,0.000000,200000.00,1003907,03017005585-111-MX,03017005585,111,MX,20220324,20220924,P6M,200000.00,20220324,20220924,20220926,20220926,26.481001,1,Legal Effective Yield,2,AIBD/ISMA,20220324,20220324,20220924,False,200000.00,200000.00,200000.00,200000.00,200000.00,35992.72,102458.88,195.96,35992.72,0.00,0.00,10468.07,223.95,36220.03,0.00,0.00,0,,0,,,,,,,20220324,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005615&c555&cMX.3~030170,03017005615-555-MX,03017005615,555,MX,0001002983,Nelly Rico,Nelly Rico,1,Person,,,,,,50000100,C4B5 test,C4B5,,EPC_LA_PE1,Préstamo Personal,MXN,50000.00,20191211,30,"activos, utilizados",20220328,/Date(1648489267000)/,C5337738,20220621,/Date(1655850232000)/,C5337738,25.000000,4570.50,0.000000,50000.00,Nelly Rico,10000004652-555-MX,10000004652,555,MX,20191211,20201211,P1Y,50000.00,20191211,20201211,20201012,20201211,35.659477,1,Legal Effective Yield,2,AIBD/ISMA,20191211,20191211,20201211,False,50000.00,50000.00,50000.00,50000.00,50000.00,12850.83,47000.00,-5031.38,12850.83,-2100.00,0.00,0.00,47.86,57448.17,0.00,44546.72,49,20200111,247,5,in Arrears - 180 days up to 359 days,,,,,20191211,,,,,,,,,N,No,,,3,12,Mensual,1
.2~03017005642&c111&cMX.3~030170,03017005642-111-MX,03017005642,111,MX,0001003921,Carlos Martinez / some-value 123 / 08100 some-value - some-value-some-value,Carlos Martinez,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220328,30,"activos, utilizados",20220328,/Date(1648496755000)/,TU_SCP_NCO,20220831,/Date(1661921064000)/,BATCH_USER,47.000000,38829.91,0.000000,200000.00,1003921,03017005633-111-MX,03017005633,111,MX,20220328,20220928,P6M,200000.00,20220328,20220928,20220928,20220928,52.808165,1,Legal Effective Yield,2,AIBD/ISMA,20220328,20220328,20220928,False,200000.00,200000.00,200000.00,200000.00,200000.00,37845.97,139399.50,148.23,37845.97,0.00,0.00,14278.93,197.64,37938.60,0.00,0.00,0,,0,,,,,,,20220328,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005660&c555&cMX.3~030170,03017005660-555-MX,03017005660,555,MX,0001003925,Alfonso Martinez / some-value 123 / 08100 some-value - some-value-some-value,Alfonso Martinez,1,Person,MX,México,,,some-value,50000100,C4B5 test,C4B5,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220328,30,"activos, utilizados",20220328,/Date(1648497389000)/,TU_SCP_NCO,20220328,/Date(1648497389000)/,TU_SCP_NCO,47.000000,38829.91,0.000000,200000.00,1003925,03017005651-555-MX,03017005651,555,MX,20220328,20220928,P6M,200000.00,20220328,20220928,,,59.200090,1,Legal Effective Yield,2,AIBD/ISMA,20220328,20220328,20220928,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,,,20220328,,,,,,,,,N,No,,,,,Mensual,1
.2~03017005688&c111&cMX.3~030170,03017005688-111-MX,03017005688,111,MX,0001003926,Alfonso Martinez / some-value 123 / 08100 some-value - some-value-some-value,Alfonso Martinez,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220328,30,"activos, utilizados",20220328,/Date(1648497555000)/,TU_SCP_NCO,20220831,/Date(1661920961000)/,BATCH_USER,47.000000,38829.91,0.000000,200000.00,1003926,03017005679-111-MX,03017005679,111,MX,20220328,20220928,P6M,200000.00,20220328,20220928,20220928,20220928,52.808165,1,Legal Effective Yield,2,AIBD/ISMA,20220328,20220328,20220928,False,200000.00,200000.00,200000.00,200000.00,200000.00,37845.97,139399.50,148.23,37845.97,0.00,0.00,14278.93,197.64,37938.60,0.00,0.00,0,,0,,,,,,,20220328,,,,,,,,,N,No,,,1,6,Mensual,1
.2~03017005709&c111&cMX.3~030170,03017005709-111-MX,03017005709,111,MX,0001003929,Wil Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,Wil Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220328,30,"activos, utilizados",20220328,/Date(1648511158000)/,TU_SCP_NCO,20220831,/Date(1661921093000)/,BATCH_USER,30.000000,16632.37,0.000000,200000.00,1003929,03017005697-111-MX,03017005697,111,MX,20220328,20230628,P15M,200000.00,20220328,20230628,20220928,20230628,32.418799,1,Legal Effective Yield,2,AIBD/ISMA,20220328,20220328,20230628,False,200000.00,200000.00,200000.00,200000.00,200000.00,143153.46,178132.00,357.88,143153.46,0.00,0.00,9350.28,477.18,143480.54,0.00,0.00,0,,0,,,,,,,20220328,,,,,,,,,N,No,,,1,15,Mensual,1
.2~03017005727&c111&cMX.3~030170,03017005727-111-MX,03017005727,111,MX,0001003930,Sergio Rodrigo Gonzalez / BARR LA PURISIMA TICOMAN 57 / 07320 LA PURÍSIMA TICOMÁ,Sergio Rodrigo Gonzalez,1,Person,MX,México,,,GUSTAVO A. MADERO,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220329,30,"activos, utilizados",20220329,/Date(1648572929000)/,TU_SCP_NCO,20220831,/Date(1661920912000)/,BATCH_USER,28.000000,36561.36,0.000000,200000.00,1003930,03017005718-111-MX,03017005718,111,MX,20220329,20220929,P6M,200000.00,20220329,20220929,,,32.410205,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220929,False,200000.00,200000.00,200000.00,200000.00,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,1,Mensual,1
.2~03017005745&c111&cMX.3~030170,03017005745-111-MX,03017005745,111,MX,0001003931,Sergio Rodrigo Gonzalez / BARR LA PURISIMA TICOMAN 57 / 07320 LA PURÍSIMA TICOMÁ,Sergio Rodrigo Gonzalez,1,Person,MX,México,,,GUSTAVO A. MADERO,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220329,30,"activos, utilizados",20220329,/Date(1648574633000)/,TU_SCP_NCO,20220831,/Date(1661920904000)/,BATCH_USER,28.000000,36561.36,0.000000,200000.00,1003931,03017005736-111-MX,03017005736,111,MX,20220329,20220929,P6M,200000.00,20220329,20220929,,,32.454909,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220929,False,200000.00,200000.00,200000.00,200000.00,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,2,Mensual,1
.2~03017005763&c111&cMX.3~030170,03017005763-111-MX,03017005763,111,MX,0001003932,Juan Bypassfad / some-value 123 / 08100 some-value - some-value-some-value,Juan Bypassfad,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220329,30,"activos, utilizados",20220329,/Date(1648578407000)/,TU_SCP_NCO,20220831,/Date(1661920948000)/,BATCH_USER,28.000000,19742.21,0.000000,200000.00,1003932,03017005754-111-MX,03017005754,111,MX,20220329,20230329,P12M,200000.00,20220329,20230329,,,32.331191,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20230329,False,200000.00,200000.00,200000.00,200000.00,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,7,Mensual,1
.2~03017005781&c111&cMX.3~030170,03017005781-111-MX,03017005781,111,MX,0001003933,Sergio Rodrigo Gonzalez / BARR LA PURISIMA TICOMAN 57 / 07320 LA PURÍSIMA TICOMÁ,Sergio Rodrigo Gonzalez,1,Person,MX,México,,,GUSTAVO A. MADERO,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,200000.00,20220329,30,"activos, utilizados",20220329,/Date(1648578656000)/,TU_SCP_NCO,20220831,/Date(1661921088000)/,BATCH_USER,28.000000,36561.36,0.000000,200000.00,1003933,03017005772-111-MX,03017005772,111,MX,20220329,20220929,P6M,200000.00,20220329,20220929,,,32.410205,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220929,False,200000.00,200000.00,200000.00,200000.00,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,1,Mensual,1
.2~03017005811&c111&cMX.3~030170,03017005811-111-MX,03017005811,111,MX,0001003936,Juan Adlemy / Sur 126 109 / 01620 Disctric Name - Mexico City-Disctric Name,Juan Adlemy,1,Person,MX,México,DF,Mexico City - NU,Mexico City,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,2000.00,20220329,30,"activos, utilizados",20220329,/Date(1648588618000)/,TU_SCP_APIM,20220831,/Date(1661920879000)/,BATCH_USER,47.000000,192.29,0.000000,2000.00,Yessenia Funk,03017005802-111-MX,03017005802,111,MX,20220329,20220929,P6M,2000.00,20220329,20220929,,,60.351622,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220916,False,2000.00,2000.00,2000.00,2000.00,0.00,2000.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,2,Quincenal,1
.2~03017005839&c111&cMX.3~030170,03017005839-111-MX,03017005839,111,MX,0001003938,Elian Paucek / some-value 123 / 08100 some-value - some-value-some-value,Elian Paucek,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,20000.00,20220329,30,"activos, utilizados",20220329,/Date(1648588843000)/,TU_SCP_NCO,20220831,/Date(1661921093000)/,BATCH_USER,47.000000,3882.99,0.000000,20000.00,1003938,03017005820-111-MX,03017005820,111,MX,20220329,20220929,P6M,20000.00,20220329,20220929,,,59.636140,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220929,False,20000.00,20000.00,20000.00,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0,,0,,,,,,,20220329,,,,,,,,,N,No,,,1,1,Mensual,1
.2~03017005914&c222&cMX.3~030170,03017005914-222-MX,03017005914,222,MX,0001000374,Jesus Sergio Galvan Flores / Constitución 457 / 66600 Col. Independencia - Apoda,Jesus Sergio Galvan Flores,1,Person,MX,México,NL,Nuevo Leon - NU,Apodaca,50000002,TEST 2,C4B2,,EPC_LA_PE1,Préstamo Personal,MXN,15000.00,20200318,30,"activos, utilizados",20220329,/Date(1648593040000)/,C5320440,20220401,/Date(1648834341000)/,C5321196,20.000000,1412.59,0.000000,15000.00,Jesus Sergio Galvan Flores,03017005875-222-MX,03017005875,222,MX,20200318,20210318,P1Y,15000.00,20200318,20210318,20200420,20210318,17.732512,1,Legal Effective Yield,2,AIBD/ISMA,20200318,20200318,20210318,False,15000.00,15000.00,15000.00,15000.00,15000.00,13887.07,13887.07,0.00,13887.07,0.00,0.00,258.33,0.00,13887.07,0.00,0.00,0,,0,,,,,,,20200318,,,,,,,,,N,No,,,1,,Mensual,1
.2~03017005923&c111&cMX.3~030170,03017005923-111-MX,03017005923,111,MX,0001003940,Elian Paucek / some-value 123 / 08100 some-value - some-value-some-value,Elian Paucek,1,Person,MX,México,,,some-value,50000000,Banco Bineo,S4B1,,EPC_LA_PE1,Préstamo Personal,MXN,20000.00,20220329,30,"activos, utilizados",20220329,/Date(1648593032000)/,TU_SCP_NCO,20220831,/Date(1661921093000)/,BATCH_USER,47.000000,3882.99,0.000000,20000.00,1003940,03017005905-111-MX,03017005905,111,MX,20220329,20220929,P6M,20000.00,20220329,20220929,20220929,20220929,69.080544,1,Legal Effective Yield,2,AIBD/ISMA,20220329,20220329,20220929,False,20000.00,20000.00,20000.00,20000.00,20000.00,3784.61,20000.00,1440.26,3784.61,600.00,0.00,0.00,14.82,12250.52,0.00,8461.98,11,20220429,124,4,in Arrears - 120 days up to 179 days,,,,,20220329,,,,,,,,,N,No,,,3,6,Mensual,1
