ID,Grouping,Name,Title,TitleTxt,AcademicTitle,AcademicTitleTxt,FirstName,MiddleName,LastName,LastName2,BirthPlaceName,BirthDate,Gender,MaritalStatus,MaritalStatusTxt,Nationality,NationalityTxt,IDCard,Passport,SocialSecurityNumber,TaxNumber,TaxNumberStatus,TaxNumberStatusTxt,TaxExemptionCode,TaxExemptionName,isAccountHolder,isAuthorizedDrawer,isCorrespondenceRecipient,isMainLoanPartner,isBorrower,isEmployee,isVIP,Address,AddressCountry,AddressCountryTxt,AddressRegion,AddressRegionTxt,AddressCity,AddressPostalCode,AddressDistrictName,AddressStreet,AddressHouseID,AddressRoomID,PhoneNumber,EmailAddress,MobileNumber,BankAccountID,BankRoutingID,BankCountryCode,BankAccountStandardID,BankAccountCollectionAuthorization,RatingGrade,RatingDate,RatingOutlook,EconomicAct,EconomicActTxt,ResourceOrigin,ResourceOriginTxt,ResourceDestination,ResourceDestinationTxt,NatPersCommAct,NatPersCommActTxt,NegativeListStatus,NegativeListStatusTxt,AcqChannel,AcqChannelTxt,CustSegment,CustSegmentTxt,ExtUUIDProspection,Geolocation,VoterID,ForeignTax,MonthlyDepNum,MonthlyDepAmt,MonthlyWhdNum,MonthlyWhdAmt,KYCAccount,KYCClabe,BeneficiaryShare,IpabExcl,AccStSuprrName,AccStObfAcc
1002280,BP02,Carola Xola,0001,Sra.,,,Carola,,Xola,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000030,BP02,Arturo De la Torre,,,,,Arturo,,De la Torre,,,,,,,,,TOGA791017HDFRRR14,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,101709H600,atudnd@ejidlf.com,2323232323,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000002,BP02,Rafael Deschamps,0002,Sr.,,,Rafael,,Deschamps,,,,1,1,Soltero,,,,,,AAAA200119JI8,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002281,BP02,Danny Trejo,0002,Sr.,,,Danny,,Trejo,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1005510,BP02,Jorge Avendaño,0002,Sr.,,,Jorge,,Avendaño,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000065,BP02,Luis adan Hernandez,,,,,Luis adan,,Hernandez,,,,,,,,,HEGL940404HNLRRS05,,123456789,123456789,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,040419H700,sincorreo@test.com,1000000001,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002282,BP02,Debany Villalobos,0001,Sra.,,,Debany,,Villalobos,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1004995,BP02,Mariah Angelique Pérez,,,,,Mariah Angelique,,Pérez,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000412,BP02,Eduardo Septimo,0002,Sr.,,,Eduardo,,Septimo,,,,1,,,,,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002285,BP02,Ernesto Unzina,0002,Sr.,,,Ernesto,,Unzina,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
14,BP01,Javier Vasco Aguirre,0002,Sr.,,,Javier,,Vasco Aguirre,,,/Date(762566400000)/,1,,,MX,México,,,JVAJ940302HNERXG00,JVAJ940302987,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,333862543,Javier@yahoo.com,333862543,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000060,BP02,Borrado Borrado,,,,,Borrado,Borrado,Borrado,Borrado,,,,,,,,JASC870309HGRCLR03,,AAAA01191984MMM,AAAA01191984MMM,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,,correoborrado@c4b.com,1234567890,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002286,BP02,Erendira Ugales,0001,Sra.,,,Erendira,,Ugales,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
15,BP01,Edson Alvarez Rosa,0002,Sr.,,,Edson,,Alvarez Rosa,,,/Date(796780800000)/,1,,,MX,México,,,EARE950403HNERXG00,EARE950403654,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3338165433,Edson@gmail.com,3338165433,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1003710,BP02, Prueba,,,,,,,Prueba,,,,,,,,,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002293,BP02,Fernandinho Terranova,,,,,Fernandinho,,Terranova,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
16,BP01,Jesus Cabrito Arellano,0002,Sr.,,,Jesus,,Cabrito Arellano,,,/Date(831168000000)/,1,,,MX,México,,,JCAJ969594HNERXG00,JCAJ969594543,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,33339976543,jesus@hotmail.com,33339976543,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
9970002485,BE01, Test GAH1,,,,,,,Test GAH1,,,,,,,,,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002294,BP02,Fatima Torres,0001,Sra.,,,Fatima,,Torres,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
17,BP01,Christian Hobbit Bermudez,0002,Sr.,,,Christian,,Hobbit Bermudez,,,/Date(865468800000)/,1,,,MX,México,,,CHBC970605HNERXG00,CHBC970605098,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3335167896,Christian@yahoo.com,3335167896,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1005998,BP02, TEST GAH2_BP02,,,,,,,TEST GAH2_BP02,,,,,,,,,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002297,BP02,Gregorio Sosima,0002,Sr.,,,Gregorio,,Sosima,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
18,BP01,Salvador Chava Reyes,0002,Sr.,,,Salvador,,Chava Reyes,,,/Date(899683200000)/,1,,,MX,México,,,SCRC989796HNERXG00,SCRC989796456,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3338165783,Salvador@gmail.com,3338165783,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
999901,BP01,Generic User,0002,Sr.,,,Generic,,User,,,,1,1,Soltero,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002298,BP02,Georgina Soarez,0001,Sra.,,,Georgina,,Soarez,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
19,BP01,Francisco Maza Rodriguez,0002,Sr.,,,Francisco,Javier,Maza Rodriguez,,,/Date(933984000000)/,1,,,MX,México,,,FJMF990807HNERXG00,FJMF990807123,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3338165298,Rodriguez@yahoo.com,3338165298,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000411,BP02,Eduardo Septimo,0002,Sr.,,,Eduardo,,Septimo,,,,1,,,,,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002299,BP02,Hilario Rambo,0002,Sr.,,,Hilario,,Rambo,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1004994,BP02,Benito Antonio Martínez,,,,,Benito Antonio,,Martínez,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001868,BP02,Valeria Perez,,,,,Valeria,,Perez,,,,2,,,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1004402,BP02,Insumo C Crédito 10,,,,,Insumo C,,Crédito 10,,,/Date(639446400000)/,,1,Soltero,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,borrado@sap.com,0000000000,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002300,BP02,Hilda Rosales,0001,Sra.,,,Hilda,,Rosales,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
20,BP01,Hector Alonso Rebaque,0002,Sr.,,,Hector,Raúl,Alonso Rebaque,,,/Date(968371200000)/,1,4,Divorciado,MX,México,,,HARH000908HNERXG01,HARH000908654,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3338120478,Hector@yahoo.com,3338120478,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001867,BP02,Alfredo Montemayor,0002,Sr.,,,Alfredo,,Montemayor,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1004942,BP02,Matias Falcon,0002,Sr.,,,Matias,,Falcon,,,/Date(316656000000)/,1,2,Casado,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002303,BP02,Igor Quadri,0002,Sr.,,,Igor,,Quadri,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
21,BP01,Daniel Ponce De Leon,0002,Sr.,,,Daniel,,Ponce De Leon,,,/Date(1002585600000)/,1,,,MX,México,,,DPLD011009HNERXG00,DPLD011009953,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3330110941,Daniel@yahoo.com,3330110941,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001866,BP02,Luis Salgado,0002,Sr.,,,Luis,,Salgado,,,,1,,,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002304,BP02,Isel Quiev,0001,Sra.,,,Isel,,Quiev,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
22,BP01,Mariano Dragoncito Rodriguez,0002,Sr.,,,Mariano,,Dragoncito Rodriguez,,,/Date(1036886400000)/,1,,,MX,México,,,MDRM021110HNERXG00,MDRM021110987,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3330218654,Mariano@yahoo.com,3330218654,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001865,BP02,Mónica Peralta,0001,Sra.,,,Mónica,,Peralta,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002305,BP02,Jacinto Popoca,0002,Sr.,,,Jacinto,,Popoca,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
23,BP01,Juan Matador Salgado,0002,Sr.,,,Juan,,Matador Salgado,,,/Date(1071100800000)/,1,,,MX,México,,,JMSJ031211HNERXG00,JMSJ031211962,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3330381976,Juan@yahoo.com,3330381976,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001864,BP02,Maria Guadalupe,0001,Sra.,,,Maria,,Guadalupe,,Monterrey,,2,,,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002306,BP02,Jazmin Pastrana,0001,Sra.,,,Jazmin,,Pastrana,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
24,BP01,Carlos Zarate Sema,0002,Sr.,,,Carlos,,Zarate Sema,,,/Date(1073865600000)/,1,,,MX,México,,,CZSC040112HNERXG00,CZSC040112619,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,3330987654,Carlos@gmail.com,3330987654,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001863,BP02,Jose Hernandez,0002,Sr.,,,Jose,,Hernandez,,Guadalajara,,1,,,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002307,BP02,Kaliman Olea,0002,Sr.,,,Kaliman,,Olea,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000089,BP02,Arturo De la Torre,,,,,Arturo,,De la Torre,,,,,,,,,TOGA791017HDFRRR14,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,101709H600,artr5@backbase.com,5513333898,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001862,BP02,Brayan Garcia,0002,Sr.,,,Brayan,,Garcia,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002308,BP02,Karen Ortega,0001,Sra.,,,Karen,,Ortega,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000092,BP02,Isel Jacintos,,,,,Isel,,Jacintos,,,,,,,,,JASC87Q339HGRCLR03,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,,zaino79.cj@gmail.com,7351437279,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001861,BP02,Pedro Juarez,0002,Sr.,,,Pedro,,Juarez,,Ciudad de Mexico,,1,,,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002314,BP02,Lamberto Nuez,0002,Sr.,,,Lamberto,,Nuez,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000094,BP02,Dndxndn Jdjdxj,,,,,Dndxndn,,Jdjdxj,,,,,,,,,HEVJ881016HMCRLR07,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,101615H800,fjdjd@djdj.com,5567850112,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001859,BP02,Jhony Chavez,0002,Sr.,,,Jhony,,Chavez,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002315,BP02,Layla Natividad,0001,Sra.,,,Layla,,Natividad,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000069,BP02,Arturo De la Torre,,,,,Arturo,,De la Torre,,,,,,,,,TOGA791017HDFRRR14,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,101709H600,jdjdkld@jekof.com,5532323232,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001858,BP02,Rodrigo Sanchez,0002,Sr.,,,Rodrigo,,Sanchez,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002426,BP02,Belen Gonzalez,0001,Sra.,,,Belen,,Gonzalez,,,,2,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000068,BP02,Rubén Jacintos,,,,,Rubén,,Jacintos,,,,,,,,,JASC870309HGRCLR03,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,,porpurogusto.oficial@gmail.com,5564908546,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001857,BP02,Eduardo Gonzalez,0002,Sr.,,,Eduardo,,Gonzalez,,,,1,,,,,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1003018,BP02,Luis De La Riva,0001,Sra.,,,Luis,Gabriel,De La Riva,Guerrero,Ciudad de México,/Date(571881600000)/,2,1,Soltero,MX,México,,,,,,Not Quoted,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000104,BP02,Balam Jacintos,,,,,Balam,,Jacintos,,,,,,,,,JASC870309HGRCLR03,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,,ana.rumbo@gmail.com,5530302289,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001695,BP02,rafo 55,0002,Sr.,,,rafo,77,55,,,,1,,,,,,,,,,Not Quoted,,,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002984,BP02,Valeria DiSanto,0001,Sra.,,,Valeria,,DiSanto,,Ciuda de Mexico,/Date(521769600000)/,2,1,Soltero,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000057,BP02,Arturo De la Torre,,,,,Arturo,,De la Torre,,,,,,,,,TOGA791017HDFRRR14,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,101709H600,aryber66@nwkue.com,5523232323,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1001694,BP02,er ss,0002,Sr.,,,er,ui,ss,,,,1,,,,,,,,,,Not Quoted,,,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1002982,BP02,Mario Perez,0002,Sr.,,,Mario,,Perez,,Guadalajara,/Date(342576000000)/,1,2,Casado,MX,México,,,,,,Not Quoted,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
1000106,BP02,Edith Salgado,,,,,Edith,,Salgado,,,,,,,,,JASC870309HGRCLR03,,,,,Not Quoted,,,True,False,True,True,False,False,False,,MX,México,,,,,,,NA,,,edith.castillo60@hotmail.com,5575044258,,,,,False,,,,,,,,,,,No,,,,,,,,,,,,0.00,,0.00,,,0.00,,,
